n	m	jnm_deri
90	30	214.04489
74	36	214.05466
12	63	214.07552
59	42	214.08305
38	51	214.17344
10	64	214.17845
69	38	214.19427
64	40	214.20234
82	33	214.2251
8	65	214.26258
27	56	214.2794
93	29	214.31757
6	66	214.32796
52	45	214.35624
4	67	214.37463
45	48	214.38382
2	68	214.40262
0	68	214.41195
25	57	214.52435
36	52	214.52571
96	28	214.54215
77	35	214.57903
85	32	214.62767
57	43	214.65226
99	27	214.71735
23	58	214.74988
72	37	214.79363
43	49	214.80581
62	41	214.82604
50	46	214.85031
34	53	214.85768
67	39	214.87443
21	59	214.95612
88	31	214.98536
80	34	215.06086
19	60	215.14321
32	54	215.16956
55	44	215.19835
41	50	215.20677
91	30	215.29724
17	61	215.31127
48	47	215.32241
75	36	215.35169
60	42	215.42568
15	62	215.46039
30	55	215.46157
83	33	215.49951
70	38	215.5062
65	40	215.52946
94	29	215.56226
39	51	215.58698
13	63	215.59068
11	64	215.70221
53	45	215.72174
28	56	215.7339
46	48	215.77291
97	28	215.77927
9	65	215.79505
78	35	215.86793
7	66	215.86925
86	32	215.89421
5	67	215.92486
37	52	215.9467
100	27	215.94696
3	68	215.96192
1	69	215.98044
26	57	215.98671
58	43	216.00176
73	37	216.09725
63	41	216.15992
68	39	216.19303
44	49	216.20211
24	58	216.22018
51	46	216.22282
89	31	216.24413
35	53	216.28617
81	34	216.34175
22	59	216.43445
92	30	216.54833
56	44	216.55474
33	54	216.60562
42	50	216.61033
20	60	216.62965
76	36	216.64713
49	47	216.70199
61	42	216.76634
84	33	216.77249
95	29	216.80576
18	61	216.8059
71	38	216.81643
66	40	216.85474
31	55	216.90527
16	62	216.96332
40	51	216.99786
98	28	217.01524
54	45	217.08505
14	63	217.102
79	35	217.15531
87	32	217.1594
47	48	217.15958
101	27	217.17548
29	56	217.18529
12	64	217.22202
10	65	217.32345
59	43	217.34922
38	52	217.36495
74	37	217.39924
8	66	217.40636
27	57	217.44589
6	67	217.47079
64	41	217.4919
90	31	217.50161
69	39	217.50988
4	68	217.51679
2	69	217.54437
0	69	217.55357
52	46	217.59309
45	49	217.59594
82	34	217.62119
25	58	217.68721
36	53	217.71185
93	30	217.79819
57	44	217.90904
23	59	217.9094
77	36	217.941
43	50	218.01135
34	54	218.03879
85	33	218.04409
96	29	218.04807
50	47	218.07926
62	42	218.10505
21	60	218.11262
72	38	218.12497
67	40	218.17822
99	28	218.25009
19	61	218.29697
32	55	218.34599
41	51	218.40612
88	32	218.42325
80	35	218.44118
55	45	218.44621
17	62	218.46258
48	48	218.54389
15	63	218.60954
30	56	218.63364
60	43	218.69469
75	37	218.69961
13	64	218.73794
91	31	218.75781
39	52	218.78051
65	41	218.82203
70	39	218.82498
11	65	218.84786
83	34	218.89918
28	57	218.90192
9	66	218.93936
53	46	218.96116
46	49	218.98733
7	67	219.0125
94	30	219.04682
5	68	219.06731
3	69	219.10384
1	70	219.12209
37	53	219.13477
26	58	219.15101
78	36	219.23333
58	44	219.26128
97	29	219.28922
86	33	219.3143
24	59	219.38105
44	50	219.40987
73	38	219.43184
63	42	219.44185
51	47	219.45426
35	54	219.46913
100	28	219.48381
68	40	219.49991
22	60	219.59219
89	32	219.68578
81	35	219.72558
33	55	219.7838
20	61	219.78455
56	45	219.80526
42	51	219.81182
49	48	219.92587
18	62	219.95825
76	37	219.99838
92	31	220.01275
61	43	220.03818
31	56	220.07899
16	63	220.11339
71	39	220.13838
66	41	220.15032
84	34	220.17576
40	52	220.19344
14	64	220.25007
95	30	220.29425
54	46	220.32705
29	57	220.35489
12	65	220.36837
47	49	220.37632
10	66	220.46835
79	36	220.52412
98	29	220.52921
8	67	220.55007
38	53	220.55498
87	33	220.58316
59	44	220.6115
27	58	220.61165
6	68	220.61359
4	69	220.65893
2	70	220.68612
0	70	220.69518
101	28	220.71643
74	38	220.73708
64	42	220.77676
45	50	220.80593
69	40	220.81984
52	47	220.82703
25	59	220.84945
36	54	220.89668
90	32	220.94701
82	35	221.00851
23	60	221.06842
57	45	221.16223
43	51	221.21499
34	55	221.21875
93	31	221.26644
21	61	221.26869
77	37	221.29559
50	48	221.30555
62	43	221.37973
72	39	221.45009
19	62	221.45039
85	34	221.45093
67	41	221.4768
32	56	221.5214
96	30	221.54048
41	52	221.60377
17	63	221.61362
55	46	221.69081
15	64	221.75848
48	49	221.76296
99	29	221.76806
30	57	221.80482
80	36	221.81342
88	33	221.85067
13	65	221.88505
60	44	221.95972
39	53	221.97252
11	66	221.9934
75	38	222.0407
28	58	222.06919
9	67	222.0836
65	42	222.10981
70	40	222.13803
7	68	222.1557
53	47	222.1976
46	50	222.19957
91	32	222.20696
5	69	222.20974
3	70	222.24574
1	71	222.26374
83	35	222.29001
26	59	222.31465
37	54	222.32148
58	45	222.51715
94	31	222.51891
24	60	222.54137
78	37	222.59125
44	51	222.61567
35	55	222.65088
51	48	222.68298
63	43	222.71938
86	34	222.72473
22	61	222.74946
73	39	222.76014
97	30	222.78554
68	41	222.8015
20	62	222.93907
33	56	222.96092
100	29	223.00578
42	52	223.01154
56	46	223.05245
81	36	223.10123
18	63	223.11029
89	33	223.11687
49	49	223.14728
31	57	223.25179
16	64	223.26323
61	44	223.30598
76	38	223.34273
40	53	223.38743
14	65	223.39797
66	42	223.44103
71	40	223.45452
92	32	223.46564
12	66	223.51459
29	58	223.52367
54	47	223.56601
84	35	223.57008
47	50	223.59083
10	67	223.61316
8	68	223.69373
38	54	223.7436
6	69	223.75635
95	31	223.77016
27	59	223.77672
4	70	223.80105
2	71	223.82787
0	71	223.8368
59	45	223.87005
79	37	223.88538
87	34	223.99715
25	60	224.0111
45	51	224.01391
98	30	224.02944
64	43	224.05713
52	48	224.05819
74	39	224.06854
36	55	224.08025
69	41	224.12443
23	61	224.22693
101	29	224.24239
90	33	224.38175
82	36	224.38757
34	56	224.3976
57	46	224.41203
43	52	224.4168
21	62	224.42435
50	49	224.52932
19	63	224.60347
77	38	224.64319
62	44	224.6503
32	57	224.69585
93	32	224.72306
17	64	224.76439
72	40	224.76932
67	42	224.77044
41	53	224.79977
85	35	224.84874
15	65	224.9072
55	47	224.93229
30	58	224.97516
48	50	224.97974
96	31	225.0202
13	66	225.03199
11	67	225.13883
39	54	225.16306
80	37	225.178
60	45	225.22097
9	68	225.22776
28	59	225.23572
88	34	225.26824
99	30	225.27218
7	69	225.29885
5	70	225.35214
75	39	225.37533
3	71	225.38764
65	43	225.39303
1	72	225.40539
46	51	225.40973
53	48	225.4312
70	41	225.44564
26	60	225.47767
37	55	225.50689
91	33	225.64534
83	36	225.67247
24	61	225.70115
58	46	225.76956
44	52	225.81959
35	56	225.83148
22	62	225.9063
51	49	225.90911
78	38	225.94209
94	32	225.97925
63	44	225.99271
73	40	226.08245
20	63	226.09322
68	42	226.09806
86	35	226.12602
33	57	226.13703
42	53	226.20957
18	64	226.26204
97	31	226.26907
56	47	226.29647
49	50	226.36634
16	65	226.41283
31	58	226.42371
81	37	226.46913
100	30	226.5138
89	34	226.53799
14	66	226.54568
61	45	226.56992
40	54	226.57992
12	67	226.66068
76	39	226.68053
29	59	226.69169
66	43	226.7271
10	68	226.75788
71	41	226.76514
54	48	226.80206
47	51	226.80319
8	69	226.83733
6	70	226.89908
92	33	226.90766
38	55	226.93086
27	60	226.94114
4	71	226.94316
84	36	226.95594
2	72	226.96961
0	72	226.97842
59	46	227.12507
25	61	227.17219
45	52	227.21995
95	32	227.23422
79	38	227.23947
36	56	227.26262
52	49	227.28669
64	44	227.33324
23	62	227.38497
74	40	227.39395
87	35	227.40193
69	42	227.42393
98	31	227.51676
34	57	227.57539
21	63	227.57962
43	53	227.61687
57	47	227.65858
50	50	227.75067
101	30	227.75429
19	64	227.75623
82	37	227.7588
90	34	227.80643
32	58	227.86936
17	65	227.91491
62	45	227.91694
77	39	227.98415
41	54	227.99421
15	66	228.05573
67	43	228.05937
72	41	228.08295
30	59	228.14469
93	33	228.16873
55	48	228.1708
13	67	228.17879
48	51	228.19432
85	36	228.238
11	68	228.28415
39	55	228.3522
9	69	228.37185
28	60	228.40155
7	70	228.44197
60	46	228.47861
96	32	228.48799
5	71	228.49452
3	72	228.52953
80	38	228.53533
1	73	228.54704
46	52	228.61791
26	61	228.64009
53	49	228.66209
65	44	228.67192
88	35	228.67648
37	56	228.69106
75	40	228.70383
70	42	228.74807
99	31	228.7633
24	62	228.86043
35	57	229.01098
58	47	229.01865
44	53	229.02172
83	37	229.04702
22	63	229.06271
91	34	229.07358
51	50	229.13277
20	64	229.24703
63	45	229.26205
78	39	229.28622
33	58	229.31216
68	43	229.38985
73	41	229.39909
42	54	229.40599
18	65	229.4135
94	33	229.42854
86	36	229.51867
56	48	229.53745
16	66	229.56221
49	51	229.58315
31	59	229.59477
14	67	229.69323
97	32	229.74056
40	55	229.77095
12	68	229.80665
81	38	229.8297
61	46	229.83019
29	60	229.85897
10	69	229.90251
89	35	229.94971
8	70	229.98087
100	31	230.0087
66	44	230.00878
76	40	230.01211
47	52	230.01352
54	49	230.03534
6	71	230.04178
71	42	230.07051
4	72	230.08526
27	61	230.10491
2	73	230.11134
38	56	230.11684
0	73	230.12003
25	62	230.33274
84	37	230.3338
92	34	230.33944
59	47	230.37672
45	53	230.42414
36	57	230.44385
52	50	230.51266
23	63	230.54256
79	39	230.58676
64	45	230.60529
95	33	230.68713
74	41	230.7136
69	43	230.71859
21	64	230.73451
34	58	230.75217
87	36	230.79797
43	54	230.81528
57	48	230.90203
19	65	230.90868
50	51	230.96972
98	32	230.99195
32	59	231.04198
17	66	231.06518
82	38	231.12261
62	46	231.17984
41	55	231.18716
15	67	231.20407
90	35	231.22161
101	31	231.25297
30	60	231.31344
77	40	231.31882
13	68	231.32545
67	44	231.34383
72	42	231.39125
55	49	231.40648
48	52	231.4068
11	69	231.42937
9	70	231.51588
39	56	231.54001
28	61	231.56672
7	71	231.58504
93	34	231.60404
85	37	231.61918
5	72	231.63687
3	73	231.67141
1	74	231.68868
60	47	231.73281
26	62	231.80193
46	53	231.82419
37	57	231.87403
80	39	231.88578
53	50	231.89038
96	33	231.94451
65	45	231.94668
24	63	232.01923
75	41	232.02649
70	43	232.04559
88	36	232.07592
35	58	232.18943
22	64	232.21872
44	54	232.22213
99	32	232.24218
58	48	232.26459
51	51	232.35406
20	65	232.40051
83	38	232.41406
33	59	232.48637
91	35	232.49222
63	46	232.52759
18	66	232.5647
42	55	232.60086
78	40	232.62397
68	44	232.6771
73	42	232.71034
16	67	232.71138
31	60	232.76502
56	49	232.77553
49	52	232.7978
14	68	232.84062
94	34	232.8674
86	37	232.90316
12	69	232.9525
40	56	232.96061
29	61	233.02555
10	70	233.04706
61	47	233.08695
8	71	233.12436
81	39	233.18332
6	72	233.18445
97	33	233.20069
47	53	233.22189
4	73	233.22734
2	74	233.25307
0	74	233.26165
54	50	233.26597
27	62	233.26808
66	45	233.28625
38	57	233.30158
76	41	233.33779
89	36	233.35252
71	43	233.37088
100	32	233.49126
25	63	233.49277
36	58	233.62398
59	48	233.62515
45	54	233.62657
23	64	233.69972
84	38	233.70408
52	51	233.73621
92	35	233.76154
64	46	233.87347
21	65	233.88904
79	40	233.9276
34	59	233.92798
69	44	234.00862
43	55	234.01209
74	42	234.02778
19	66	234.06084
95	34	234.12952
57	49	234.14253
87	37	234.18576
50	52	234.18656
32	60	234.21375
17	67	234.21521
15	68	234.35223
41	56	234.37867
62	47	234.43917
98	33	234.45569
13	69	234.47197
82	39	234.47938
30	61	234.48145
11	70	234.57449
48	53	234.61728
67	45	234.62402
90	36	234.6278
55	50	234.63944
77	41	234.64751
9	71	234.65984
72	43	234.69449
39	57	234.72653
7	72	234.72807
28	62	234.73124
101	32	234.73921
5	73	234.77921
3	74	234.81329
1	75	234.83032
26	63	234.96323
60	48	234.98373
85	38	234.99268
46	54	235.02865
93	35	235.02959
37	58	235.05586
53	51	235.1162
24	64	235.17756
65	46	235.21751
80	40	235.2297
70	44	235.33841
75	42	235.34361
35	59	235.36686
22	65	235.37434
96	34	235.39042
44	55	235.42089
88	37	235.467
58	49	235.50751
20	66	235.55367
51	52	235.57309
33	60	235.65968
99	33	235.70952
18	67	235.71564
83	39	235.77398
63	47	235.7895
42	56	235.79425
16	68	235.86035
91	36	235.90178
31	61	235.93449
78	41	235.95567
68	45	235.96001
14	69	235.98785
49	53	236.0104
56	50	236.01085
73	43	236.01644
12	70	236.09823
40	57	236.14893
29	62	236.19144
10	71	236.19153
8	72	236.26781
86	38	236.27989
94	35	236.29639
6	73	236.32709
61	48	236.34037
4	74	236.36941
2	75	236.3948
0	75	236.40326
47	54	236.42839
27	63	236.43067
38	58	236.48513
54	51	236.49406
81	40	236.53032
66	46	236.55972
97	34	236.65011
25	64	236.6523
76	42	236.65784
71	44	236.6665
89	37	236.74691
36	59	236.80305
45	55	236.8273
23	65	236.85645
59	49	236.8705
52	52	236.95744
100	33	236.96219
21	66	237.04323
84	39	237.06715
34	60	237.10285
64	47	237.13795
92	36	237.17447
43	56	237.20737
19	67	237.21272
79	41	237.2623
69	45	237.29425
74	43	237.33676
17	68	237.36503
57	50	237.38021
32	61	237.3847
50	53	237.40128
15	69	237.50022
95	35	237.56195
87	38	237.56571
41	57	237.56881
13	70	237.61836
30	62	237.64875
62	48	237.6951
11	71	237.71951
9	72	237.80373
48	54	237.82584
82	40	237.82946
55	51	237.86982
7	73	237.87106
28	63	237.89514
67	46	237.90014
98	34	237.90862
39	58	237.91183
5	74	237.92153
3	75	237.95516
77	42	237.9705
1	76	237.97197
72	44	237.99291
90	37	238.02548
26	64	238.124
101	33	238.21372
46	55	238.23136
60	49	238.23152
37	59	238.2366
24	65	238.33544
53	52	238.33965
85	39	238.35891
93	36	238.44589
65	47	238.48457
22	66	238.52958
35	60	238.54332
80	41	238.56742
44	56	238.61808
70	45	238.62677
75	43	238.65545
20	67	238.70651
58	50	238.74755
51	53	238.78996
96	35	238.82628
33	61	238.83213
88	38	238.85018
18	68	238.86633
42	57	238.98622
16	69	239.00912
63	48	239.04793
31	62	239.10321
83	40	239.12714
14	70	239.13494
99	34	239.16596
49	54	239.22103
68	46	239.23879
56	51	239.24352
12	71	239.24386
78	42	239.2816
91	37	239.30275
73	44	239.31766
10	72	239.33593
40	58	239.33598
29	63	239.35669
8	73	239.4112
6	74	239.4697
4	75	239.51147
2	76	239.53652
0	76	239.54487
61	49	239.5906
27	64	239.5927
47	55	239.6331
86	39	239.64926
38	59	239.66755
94	36	239.71604
54	52	239.71973
25	65	239.81136
66	47	239.82937
81	41	239.87104
71	45	239.95759
76	43	239.97255
36	60	239.98111
23	66	240.01278
45	56	240.02642
97	35	240.08941
59	50	240.11291
89	38	240.13329
52	53	240.17647
21	67	240.19708
34	61	240.27683
19	68	240.36433
64	48	240.39891
43	57	240.40119
100	34	240.42213
84	40	240.42339
17	69	240.51462
32	62	240.55487
69	46	240.57569
92	37	240.57872
79	42	240.59117
50	54	240.61399
57	51	240.61518
74	44	240.64077
15	70	240.64803
41	58	240.75764
13	71	240.76462
30	63	240.81536
11	72	240.86445
87	39	240.93823
9	73	240.94757
62	49	240.94777
95	36	240.98496
7	74	241.01402
48	55	241.03256
28	64	241.05845
5	75	241.06382
39	59	241.09594
3	76	241.09702
55	52	241.09773
1	77	241.11361
67	47	241.17238
82	41	241.17318
26	65	241.28426
72	45	241.28672
77	43	241.28807
98	35	241.35134
90	38	241.41508
37	60	241.41629
46	56	241.43241
60	50	241.4763
24	66	241.49289
53	53	241.56083
101	34	241.67715
22	67	241.68447
85	40	241.71822
35	61	241.71884
65	48	241.74804
44	57	241.81377
93	37	241.85342
20	68	241.85907
80	42	241.89922
70	46	241.91087
75	44	241.96226
58	51	241.98483
33	62	242.00377
51	54	242.00476
18	69	242.01679
16	70	242.1577
42	58	242.17684
88	39	242.22584
96	36	242.25264
31	63	242.27121
14	71	242.28188
63	49	242.30306
12	72	242.38938
49	55	242.42977
56	52	242.47366
83	41	242.47387
10	73	242.48025
68	47	242.51362
29	64	242.52131
40	59	242.52181
8	74	242.55454
78	43	242.60204
99	35	242.61209
6	75	242.61229
73	45	242.6142
4	76	242.65352
2	77	242.67825
0	77	242.68649
91	38	242.69556
27	65	242.75419
47	56	242.8361
61	50	242.83777
38	60	242.84888
54	53	242.94308
25	66	242.96996
86	40	243.01164
66	48	243.09537
94	37	243.12685
36	61	243.15821
23	67	243.16873
81	42	243.20578
45	57	243.22398
71	46	243.24435
76	44	243.28216
21	68	243.35061
59	51	243.3525
52	54	243.39336
34	62	243.44996
89	39	243.51209
19	69	243.51567
97	36	243.51911
43	58	243.59361
64	49	243.65649
17	70	243.66401
32	63	243.72428
84	41	243.77312
15	71	243.79569
50	55	243.82476
57	52	243.84757
69	47	243.85311
100	35	243.87167
13	72	243.91077
79	43	243.91448
74	45	243.94004
41	59	243.9452
92	38	243.97474
30	64	243.98132
11	73	244.0093
9	74	244.09135
7	75	244.15694
62	50	244.19733
5	76	244.2061
28	65	244.2212
48	56	244.23752
3	77	244.23887
1	78	244.25525
39	60	244.27893
87	40	244.30368
55	53	244.32326
95	37	244.39904
67	48	244.4409
26	66	244.44403
82	42	244.51086
72	46	244.57615
37	61	244.59496
77	44	244.60048
46	57	244.63187
24	67	244.64993
60	51	244.71822
53	54	244.77984
98	36	244.78438
90	39	244.79702
22	68	244.83901
35	62	244.89348
44	58	245.00801
65	49	245.00809
20	69	245.01134
85	41	245.07095
101	35	245.1301
18	70	245.16701
33	63	245.17462
70	47	245.19089
51	55	245.21757
58	52	245.21948
80	43	245.2254
93	38	245.25264
75	45	245.26427
16	71	245.30611
42	59	245.36615
14	72	245.42868
31	64	245.43853
12	73	245.5348
63	50	245.55502
88	40	245.59435
10	74	245.6245
49	56	245.6367
96	37	245.66999
29	65	245.68533
8	75	245.69784
56	53	245.70138
40	60	245.70647
6	76	245.75485
68	48	245.78468
4	77	245.79555
83	42	245.81448
2	78	245.81996
0	78	245.8281
73	46	245.90629
27	66	245.91516
78	44	245.91725
38	61	246.02916
47	57	246.03746
99	36	246.04847
91	39	246.08063
61	51	246.08202
25	67	246.12812
54	54	246.16421
23	68	246.32431
36	62	246.33437
66	49	246.35788
86	41	246.36737
45	58	246.42005
21	69	246.50383
71	47	246.52697
94	38	246.52927
81	43	246.53482
76	45	246.5869
59	52	246.58941
52	55	246.60823
34	63	246.62226
19	70	246.66677
43	59	246.78469
17	71	246.8132
89	40	246.88367
32	64	246.89297
64	50	246.91085
97	37	246.93973
15	72	246.94319
50	56	247.03368
13	73	247.05679
57	53	247.07748
84	42	247.11666
69	48	247.12671
41	60	247.13155
30	65	247.14664
11	74	247.15407
79	44	247.23248
74	46	247.2348
9	75	247.23507
7	76	247.29983
100	36	247.31138
5	77	247.34837
92	39	247.36294
3	78	247.38071
28	66	247.38339
1	79	247.39688
48	57	247.44079
62	51	247.44391
39	61	247.46083
55	54	247.54651
26	67	247.60334
87	41	247.66241
67	49	247.70588
37	62	247.77267
95	38	247.80465
24	68	247.80658
46	58	247.82978
82	43	247.84276
72	47	247.86137
77	45	247.90796
60	52	247.9574
22	69	247.99322
53	55	247.99676
35	63	248.06725
20	70	248.16334
90	40	248.17166
44	59	248.20086
98	37	248.20826
65	50	248.26485
18	71	248.31702
33	64	248.34471
85	42	248.41742
51	56	248.42848
58	53	248.45159
16	72	248.45434
70	48	248.46702
80	44	248.5462
42	60	248.55421
75	46	248.56169
101	36	248.57314
14	73	248.57535
31	65	248.60518
93	39	248.64396
12	74	248.68012
10	75	248.76869
63	51	248.80394
8	76	248.8411
49	57	248.8419
29	66	248.84878
40	61	248.89001
6	77	248.89739
56	54	248.92677
4	78	248.93757
88	41	248.95608
2	79	248.96168
0	79	248.96971
68	49	249.05213
27	67	249.07564
96	38	249.07879
83	43	249.14925
73	47	249.19412
38	62	249.20843
78	45	249.22746
47	58	249.23724
25	68	249.28586
61	52	249.32347
54	55	249.38321
91	40	249.45833
99	37	249.4756
23	69	249.47953
36	63	249.50964
45	59	249.61469
66	50	249.61705
21	70	249.65676
86	42	249.71677
34	64	249.79377
71	48	249.80564
19	71	249.81763
52	56	249.82114
59	53	249.82373
81	44	249.85843
76	46	249.887
94	39	249.92371
17	72	249.96219
43	60	249.97447
32	65	250.06097
15	73	250.09054
64	51	250.16211
13	74	250.20271
50	57	250.24081
89	41	250.24839
11	75	250.29876
57	54	250.30502
30	66	250.31136
41	61	250.31674
97	38	250.35171
9	76	250.37874
69	49	250.39664
7	77	250.44268
84	43	250.45429
5	78	250.49061
3	79	250.52255
74	47	250.52524
1	80	250.53852
28	67	250.54507
79	45	250.54543
39	62	250.64168
48	58	250.64244
62	52	250.68764
100	37	250.74176
92	40	250.74369
26	68	250.76219
55	55	250.76759
37	63	250.94946
24	69	250.96284
67	50	250.96747
87	42	251.01473
46	59	251.02623
72	48	251.14259
22	70	251.14711
82	44	251.16917
60	53	251.19394
95	39	251.20221
77	46	251.21073
53	56	251.21169
35	64	251.2402
20	71	251.31507
44	60	251.39238
18	72	251.46681
33	65	251.51407
65	51	251.51847
90	41	251.53937
16	73	251.6024
98	38	251.62343
51	57	251.63757
58	54	251.68128
14	74	251.7219
70	49	251.73944
42	61	251.74106
85	43	251.75791
31	66	251.77119
12	75	251.82535
75	47	251.85474
80	45	251.86189
10	76	251.91281
8	77	251.98432
101	37	252.00676
29	67	252.01167
93	40	252.02777
6	78	252.0399
49	58	252.04543
63	52	252.04995
40	62	252.07246
4	79	252.07959
2	80	252.10339
0	80	252.11132
56	55	252.14994
27	68	252.23564
88	42	252.31133
68	50	252.31613
38	63	252.38674
47	59	252.4355
25	69	252.44319
73	48	252.47789
83	44	252.47846
96	39	252.47947
78	46	252.53291
61	53	252.56223
54	56	252.60016
23	70	252.63441
36	64	252.68405
45	60	252.80796
21	71	252.80941
91	41	252.82902
66	51	252.87302
99	38	252.89394
34	65	252.96452
19	72	252.96825
52	57	253.03219
59	54	253.05559
86	43	253.06013
71	49	253.08054
17	73	253.11101
43	61	253.16301
81	45	253.17685
76	47	253.18266
32	66	253.2283
15	74	253.23774
94	40	253.31057
13	75	253.34852
64	52	253.41042
11	76	253.44337
50	58	253.44624
30	67	253.4755
41	62	253.50081
9	77	253.52236
57	55	253.53028
7	78	253.58551
89	42	253.60656
5	79	253.63284
69	50	253.66306
3	80	253.66439
1	81	253.68016
28	68	253.70623
97	39	253.7555
84	44	253.7863
74	48	253.81155
39	63	253.82154
48	59	253.84253
79	46	253.85355
26	69	253.92061
62	53	253.92864
55	56	253.98658
92	41	254.11737
24	70	254.11874
37	64	254.12534
100	38	254.16328
46	60	254.22126
67	51	254.2258
22	71	254.30069
87	43	254.36095
35	65	254.41236
72	49	254.41997
53	57	254.42471
60	54	254.42796
20	72	254.46655
82	45	254.49033
77	47	254.509
44	61	254.58261
95	40	254.59212
18	73	254.6164
33	66	254.68273
16	74	254.75031
65	52	254.76907
51	58	254.8449
14	75	254.86832
90	42	254.90046
58	55	254.90865
42	62	254.92676
31	67	254.93658
12	76	254.97049
70	50	255.00828
98	39	255.03032
10	77	255.05687
85	44	255.09272
8	78	255.12749
75	48	255.14361
80	46	255.17268
29	68	255.17403
6	79	255.18239
4	80	255.22159
2	81	255.2451
49	59	255.24736
0	81	255.25293
40	63	255.25388
63	53	255.29319
56	56	255.37097
27	69	255.39518
93	41	255.40443
101	38	255.43145
38	64	255.56412
68	51	255.57683
25	70	255.60012
47	60	255.6323
88	43	255.6604
73	49	255.75776
23	71	255.78896
61	54	255.79843
83	45	255.80235
54	57	255.81515
78	47	255.83379
36	65	255.85763
96	40	255.87242
21	72	255.96178
45	61	255.99991
19	73	256.11865
66	52	256.12593
34	66	256.13454
91	42	256.19304
52	58	256.24143
17	74	256.25964
59	55	256.28507
99	39	256.30394
43	62	256.35035
71	50	256.35182
15	75	256.38481
32	67	256.39498
86	44	256.39773
76	48	256.47407
81	46	256.49031
13	76	256.49422
11	77	256.58791
30	68	256.63907
50	59	256.65002
64	53	256.6559
9	78	256.66593
41	63	256.68381
94	41	256.69021
7	79	256.7283
57	56	256.75336
5	80	256.77506
3	81	256.80622
1	82	256.82179
28	69	256.86691
69	51	256.92613
89	43	256.9585
39	64	257.00043
48	60	257.04113
26	70	257.07862
74	49	257.09391
84	45	257.11293
97	40	257.15149
79	47	257.15705
62	54	257.16702
55	57	257.20356
24	71	257.27428
37	65	257.30037
46	61	257.41493
22	72	257.45398
67	52	257.48102
92	42	257.4843
100	39	257.57638
35	66	257.58375
20	73	257.61779
53	58	257.63588
60	55	257.65956
72	50	257.69368
87	44	257.70135
18	74	257.7658
44	62	257.77162
77	48	257.80297
82	46	257.80647
33	67	257.85072
16	75	257.89805
95	41	257.97473
14	76	258.01462
65	53	258.0168
51	59	258.05055
31	68	258.10139
42	63	258.11135
12	77	258.11554
58	56	258.13379
10	78	258.20087
90	43	258.25525
8	79	258.27063
70	51	258.27372
6	80	258.32486
29	69	258.33588
4	81	258.36358
2	82	258.3868
0	82	258.39454
85	45	258.42208
75	49	258.42846
98	40	258.42935
40	64	258.4343
49	60	258.44776
80	47	258.47879
63	54	258.53375
27	70	258.55427
56	57	258.58995
38	65	258.74061
25	71	258.75669
93	42	258.77428
47	61	258.82771
68	52	258.83436
101	39	258.84765
23	72	258.9432
88	44	259.0036
54	58	259.02826
36	66	259.03042
61	55	259.03215
73	50	259.0339
21	73	259.11389
83	46	259.12117
78	48	259.13032
45	62	259.19059
96	41	259.25801
19	74	259.26884
34	67	259.30385
66	53	259.3759
17	75	259.4081
52	59	259.44896
59	56	259.51227
15	76	259.53175
43	63	259.53655
91	43	259.55068
32	68	259.56104
71	51	259.61963
13	77	259.63982
99	40	259.706
86	45	259.72983
11	78	259.73238
76	49	259.76143
81	47	259.79904
30	69	259.8021
9	79	259.80945
50	60	259.85223
41	64	259.86577
7	80	259.87106
64	54	259.89865
5	81	259.91725
3	82	259.94804
1	83	259.96343
57	57	259.97435
28	70	260.02713
94	42	260.06297
39	65	260.1784
69	52	260.18597
26	71	260.23623
48	61	260.23828
89	44	260.30448
74	50	260.37249
62	55	260.40288
55	58	260.41861
24	72	260.42948
84	46	260.43442
79	48	260.45613
37	66	260.47457
97	41	260.54005
22	73	260.60698
46	62	260.60729
67	53	260.73325
35	67	260.75441
20	74	260.7688
92	43	260.8448
53	59	260.84528
60	56	260.88884
18	75	260.915
44	63	260.95944
72	51	260.96387
100	40	260.98147
33	68	261.01806
87	45	261.03618
16	76	261.04566
77	49	261.09282
82	47	261.11782
14	77	261.16081
51	60	261.25457
12	78	261.26051
65	54	261.26175
31	69	261.26563
42	64	261.29488
10	79	261.34481
95	42	261.3504
58	57	261.35679
8	80	261.41373
6	81	261.46731
29	70	261.49723
4	82	261.50556
2	83	261.52851
70	52	261.53589
0	83	261.53615
90	44	261.60403
40	65	261.61376
49	61	261.64668
75	50	261.70948
27	71	261.71295
85	46	261.74625
63	55	261.77175
80	48	261.78043
56	58	261.80695
98	41	261.82088
25	72	261.91288
38	66	261.91624
47	62	262.02177
68	53	262.08885
23	73	262.09712
93	43	262.13762
36	67	262.20244
54	59	262.23956
101	40	262.25576
61	56	262.26351
21	74	262.26574
73	51	262.30647
88	45	262.34116
45	63	262.38004
19	75	262.41881
78	49	262.42267
83	47	262.43513
34	68	262.47249
17	76	262.5564
66	54	262.62306
96	42	262.63659
52	60	262.65482
15	77	262.67855
43	64	262.72165
32	69	262.72651
59	57	262.73729
13	78	262.78533
11	79	262.87678
71	52	262.88412
91	44	262.90225
9	80	262.95292
30	70	262.96461
7	81	263.0138
76	50	263.04489
41	65	263.04674
50	61	263.05292
86	46	263.05667
5	82	263.05944
3	83	263.08985
99	41	263.1005
81	48	263.10324
1	84	263.10506
64	55	263.13879
28	71	263.18689
57	58	263.19331
39	66	263.35547
