n	m	jnm_deri
72	85	370.76223
41	99	370.79403
63	89	370.84033
79	82	370.90069
86	79	370.90131
52	94	370.98352
39	100	371.01141
98	74	371.03972
70	86	371.15466
61	90	371.18092
37	101	371.21764
50	95	371.26188
91	77	371.27896
77	83	371.33388
84	80	371.37609
59	91	371.50982
48	96	371.52886
68	87	371.53508
96	75	371.58735
75	84	371.7548
89	78	371.78334
46	97	371.78451
101	73	371.82566
57	92	371.8271
82	81	371.83828
66	88	371.90359
44	98	372.0289
94	76	372.12177
55	93	372.13283
73	85	372.16354
64	89	372.26027
42	99	372.26208
87	79	372.2749
80	82	372.288
99	74	372.39062
53	94	372.42707
40	100	372.48409
71	86	372.56021
62	90	372.6052
92	77	372.64313
38	101	372.69498
51	95	372.70991
78	83	372.72535
85	80	372.75378
60	91	372.93845
97	75	372.94224
69	87	372.94488
49	96	372.98138
76	84	373.15045
90	78	373.15156
83	81	373.22008
47	97	373.24156
58	92	373.26011
67	88	373.31766
95	76	373.48067
45	98	373.49049
74	85	373.56339
56	93	373.57023
88	79	373.64719
81	82	373.67392
65	89	373.67863
43	99	373.72824
100	74	373.74033
54	94	373.8689
41	100	373.95484
72	86	373.96426
93	77	374.00605
63	90	374.02787
79	83	374.11542
86	80	374.13014
52	95	374.15617
39	101	374.17036
98	75	374.29593
70	87	374.35317
61	91	374.36545
50	96	374.43212
91	78	374.51851
77	84	374.54467
84	81	374.60053
59	92	374.69145
48	97	374.69678
68	88	374.73019
96	76	374.83835
46	98	374.95023
75	85	374.96177
57	93	375.00595
89	79	375.01817
82	82	375.05847
101	74	375.08887
66	89	375.09542
44	99	375.19252
55	94	375.30901
73	86	375.36684
94	77	375.36772
42	100	375.4237
64	90	375.44894
80	83	375.50408
87	80	375.50518
53	95	375.6007
40	101	375.64381
99	75	375.64842
71	87	375.75995
62	91	375.79083
51	96	375.88108
92	78	375.88418
78	84	375.93746
85	81	375.97963
60	92	376.12116
69	88	376.14119
49	97	376.15021
97	76	376.1948
76	85	376.35872
90	79	376.38787
47	98	376.40815
58	93	376.44
83	82	376.44166
67	89	376.51067
45	99	376.65495
95	77	376.72815
56	94	376.74743
74	86	376.76795
65	90	376.86845
88	80	376.87891
43	100	376.89066
81	83	376.89136
100	75	376.99973
54	95	377.04351
41	101	377.11534
72	87	377.16524
63	91	377.21461
93	78	377.24861
52	96	377.3283
79	84	377.32886
86	81	377.35741
61	92	377.54924
98	76	377.55006
70	88	377.55068
50	97	377.60187
77	85	377.75424
91	79	377.7563
84	82	377.8235
48	98	377.86426
59	93	377.8724
68	89	377.92437
96	77	378.08737
46	99	378.11555
75	86	378.16761
57	94	378.18417
89	80	378.25134
82	83	378.27728
66	90	378.28639
101	75	378.34986
44	100	378.35577
55	95	378.48461
73	87	378.56906
42	101	378.58498
94	78	378.61179
64	91	378.63681
80	84	378.71886
87	81	378.73387
53	96	378.77379
99	76	378.90412
71	88	378.95868
62	92	378.97571
51	97	379.05176
92	79	379.12346
78	85	379.14834
85	82	379.204
60	93	379.30317
49	98	379.31859
69	89	379.33656
97	77	379.44536
76	86	379.56583
47	99	379.57432
58	94	379.61925
90	80	379.6225
83	83	379.66183
67	90	379.70278
45	100	379.81903
56	95	379.92402
74	87	379.97141
95	78	379.97374
43	101	380.05274
65	91	380.05743
81	84	380.10748
88	81	380.10903
54	96	380.21756
100	76	380.25699
72	88	380.36519
63	92	380.40058
93	79	380.48936
52	97	380.49991
79	85	380.54104
86	82	380.58317
61	93	380.73231
70	89	380.74724
50	98	380.77114
98	77	380.80216
77	86	380.96263
91	80	380.99238
48	99	381.03131
84	83	381.04504
59	94	381.05268
68	90	381.11765
46	100	381.28046
96	78	381.33446
57	95	381.36177
75	87	381.37233
66	91	381.47651
89	81	381.4829
82	84	381.49473
44	101	381.51865
101	76	381.6087
55	96	381.65963
73	88	381.77023
64	92	381.82388
94	79	381.85403
80	85	381.93236
53	97	381.94634
87	82	381.96104
71	89	382.15643
99	77	382.15776
62	93	382.15985
51	98	382.22195
78	86	382.35802
92	80	382.361
85	83	382.42691
60	94	382.48449
49	99	382.48651
69	90	382.531
97	78	382.69398
47	100	382.74009
76	87	382.7718
58	95	382.79786
90	81	382.85548
83	84	382.88063
67	91	382.89404
45	101	382.98272
56	96	383.10003
74	88	383.17382
95	79	383.21747
65	92	383.24562
81	85	383.32229
88	82	383.3376
54	97	383.39106
100	77	383.51219
72	89	383.56414
63	93	383.5858
52	98	383.67102
93	80	383.72837
79	86	383.75201
86	83	383.80746
61	94	383.91468
50	99	383.93995
70	90	383.94285
98	78	384.05229
77	87	384.16987
48	100	384.19793
91	81	384.2268
59	95	384.23231
84	84	384.26518
68	91	384.31005
46	101	384.44498
57	96	384.53876
75	88	384.57596
96	79	384.57969
66	92	384.6658
82	85	384.71087
89	82	384.71287
55	97	384.83409
101	77	384.86544
73	89	384.97038
64	93	385.01019
94	80	385.0945
53	98	385.11837
80	86	385.14461
87	83	385.18671
62	94	385.34328
71	90	385.35322
51	99	385.39166
99	78	385.40942
78	87	385.56652
92	81	385.59685
85	84	385.64841
49	100	385.654
60	95	385.66514
69	91	385.72455
47	101	385.90545
97	79	385.9407
58	96	385.97584
76	88	385.97668
67	92	386.08446
90	82	386.08687
83	85	386.09809
56	97	386.27546
74	89	386.37518
65	93	386.43301
95	80	386.45941
81	86	386.53585
54	98	386.56403
88	83	386.56465
72	90	386.76211
100	78	386.76536
63	94	386.77029
52	99	386.84163
79	87	386.96178
93	81	386.96567
86	84	387.03032
61	95	387.09637
50	100	387.10832
70	91	387.13756
98	79	387.30051
48	101	387.36413
77	88	387.37598
59	96	387.4113
91	82	387.4596
84	85	387.48398
68	92	387.50159
57	97	387.71516
75	89	387.77854
96	80	387.82309
66	93	387.8543
82	86	387.92573
89	83	387.94131
55	98	388.00801
101	78	388.12014
73	90	388.16955
64	94	388.19574
53	99	388.2899
94	81	388.33324
80	87	388.35567
87	84	388.41093
62	95	388.526
71	91	388.54908
51	100	388.5609
99	79	388.65913
78	88	388.77389
49	101	388.82105
92	82	388.83107
60	96	388.84514
85	85	388.86854
69	92	388.91722
58	97	389.15323
76	89	389.18048
97	80	389.18558
67	93	389.27405
83	86	389.31426
90	83	389.3167
56	98	389.45032
74	90	389.57554
65	94	389.61964
95	81	389.69959
54	99	389.73648
81	87	389.74818
88	84	389.79024
63	95	389.95406
72	91	389.95914
52	100	390.01177
100	79	390.01658
79	88	390.1704
93	82	390.2013
86	85	390.25179
50	101	390.27624
61	96	390.27739
70	92	390.33137
98	80	390.54686
77	89	390.58101
59	97	390.58967
91	83	390.69082
68	93	390.6923
84	86	390.70146
57	98	390.89099
75	90	390.9801
66	94	391.04201
96	81	391.06473
82	87	391.13934
89	84	391.16826
55	99	391.18139
73	91	391.36774
101	79	391.37286
64	95	391.38057
53	100	391.46094
80	88	391.56554
94	82	391.5703
87	85	391.63373
62	96	391.70805
51	101	391.72969
71	92	391.74403
99	80	391.90697
78	89	391.98014
60	97	392.02451
92	83	392.0637
85	86	392.08733
69	93	392.10904
58	98	392.33002
76	90	392.38324
97	81	392.42866
67	94	392.46285
83	87	392.52916
90	84	392.54502
56	99	392.62464
74	91	392.77491
65	95	392.80553
54	100	392.90843
95	82	392.93808
81	88	392.95932
88	85	393.01439
63	96	393.13714
72	92	393.15524
52	101	393.18144
100	80	393.26589
79	89	393.37789
93	83	393.43533
61	97	393.45776
86	86	393.4719
70	93	393.52431
59	98	393.76744
77	90	393.78497
98	81	393.79141
68	94	393.88219
84	87	393.91765
91	84	393.92052
57	99	394.06625
75	91	394.18065
66	95	394.22896
96	82	394.30464
82	88	394.35174
55	100	394.35426
89	85	394.39376
64	96	394.56468
73	92	394.565
101	80	394.62365
53	101	394.6315
80	89	394.77427
94	83	394.80573
87	86	394.85516
62	97	394.88943
71	93	394.9381
99	81	395.15296
78	90	395.18532
60	98	395.20326
92	84	395.29477
69	94	395.30003
85	87	395.30482
58	99	395.50624
76	91	395.58497
67	95	395.65087
97	82	395.67001
83	88	395.74283
90	85	395.77187
56	100	395.79843
74	92	395.97332
65	96	395.99068
54	101	396.07989
81	89	396.16929
95	83	396.17491
88	86	396.23714
63	97	396.31954
72	93	396.35044
100	81	396.51335
79	90	396.58428
61	98	396.63749
93	84	396.66778
86	87	396.69068
70	94	396.7164
59	99	396.94462
77	91	396.9879
98	82	397.03418
68	95	397.07129
84	88	397.13259
91	85	397.14872
57	100	397.24097
75	92	397.38022
66	96	397.41516
55	101	397.52661
96	83	397.54288
82	89	397.56296
89	86	397.61784
64	97	397.7481
73	93	397.76133
101	81	397.87257
80	90	397.98188
94	84	398.03956
62	98	398.07016
87	87	398.07525
71	94	398.13131
60	99	398.38141
78	91	398.38944
99	82	398.39718
69	95	398.49022
85	88	398.52104
92	85	398.52432
58	100	398.6819
76	92	398.78572
67	96	398.83813
97	83	398.90966
83	89	398.9553
56	101	398.9717
90	86	398.99728
74	93	399.1708
65	97	399.17513
81	90	399.37813
95	84	399.41013
88	87	399.45854
63	98	399.50127
72	94	399.54476
100	82	399.759
79	91	399.7896
61	99	399.81661
93	85	399.89869
70	95	399.90767
86	88	399.90818
59	100	400.12122
77	92	400.18982
68	96	400.25961
98	83	400.27524
84	89	400.34632
91	86	400.37547
57	101	400.41516
75	93	400.57885
66	97	400.60065
82	90	400.77303
96	84	400.77949
89	87	400.84055
64	98	400.93084
73	94	400.95677
101	82	401.11966
80	91	401.1884
62	99	401.25026
94	85	401.27184
87	88	401.29403
71	95	401.32367
60	100	401.55896
78	92	401.59253
99	83	401.63965
69	96	401.67961
85	89	401.73602
92	86	401.75241
58	101	401.85701
76	93	401.98549
67	97	402.02466
97	84	402.14765
83	90	402.1666
90	87	402.2213
65	98	402.35889
74	94	402.36736
81	91	402.58586
95	85	402.64377
88	88	402.67861
63	99	402.68236
72	95	402.73822
79	92	402.99388
61	100	402.99513
100	83	403.00289
70	96	403.09814
86	89	403.12443
93	86	403.12812
59	101	403.29727
77	93	403.39075
68	97	403.44718
98	84	403.51463
84	90	403.55885
91	87	403.6008
75	94	403.77654
66	98	403.78542
82	91	403.98197
96	85	404.0145
89	88	404.06191
64	99	404.11292
73	95	404.15134
101	83	404.36497
80	92	404.39387
62	100	404.42974
94	86	404.50261
87	89	404.51154
71	96	404.51521
60	101	404.73595
78	93	404.79463
69	97	404.86823
99	84	404.88043
85	90	404.9498
92	87	404.97906
76	94	405.18433
67	98	405.21046
83	91	405.37676
97	85	405.38404
90	88	405.44395
65	99	405.54197
74	95	405.56304
81	92	405.79251
63	100	405.86281
95	86	405.87589
88	89	405.89739
72	96	405.93085
61	101	406.17306
79	93	406.19714
100	84	406.24507
70	97	406.28782
86	90	406.33945
93	87	406.35609
77	94	406.59072
68	98	406.63401
98	85	406.75239
84	91	406.77023
91	88	406.82475
66	99	406.96951
75	95	406.97334
82	92	407.18982
96	86	407.24796
89	89	407.28196
64	100	407.29436
73	96	407.34506
80	93	407.59829
101	84	407.60855
62	101	407.60863
71	97	407.70596
87	90	407.72781
94	87	407.73191
78	94	407.99574
69	98	408.0561
99	85	408.11957
85	91	408.1624
92	88	408.20431
76	95	408.38224
67	99	408.39556
83	92	408.5858
97	86	408.61885
90	89	408.66528
65	100	408.72439
74	96	408.75785
81	93	408.99811
63	101	409.04265
95	87	409.10651
88	90	409.11491
72	97	409.12266
79	94	409.3994
70	98	409.47673
100	85	409.48558
86	91	409.55327
93	88	409.58265
77	95	409.78976
68	99	409.82013
84	92	409.98048
98	86	409.98856
91	89	410.04736
66	100	410.15292
75	96	410.16924
82	93	410.3966
64	101	410.47516
96	87	410.47992
89	90	410.50074
73	97	410.53794
80	94	410.80171
101	85	410.85044
71	98	410.89592
87	91	410.94287
94	88	410.95977
78	95	411.19591
69	99	411.24324
99	86	411.35709
85	92	411.37385
92	89	411.4282
76	96	411.57925
67	100	411.57997
83	93	411.79376
97	87	411.85214
90	90	411.88531
65	101	411.90617
74	97	411.95182
81	94	412.20269
72	98	412.31368
88	91	412.3312
95	88	412.33568
79	95	412.6007
70	99	412.6649
100	86	412.72447
86	92	412.76594
93	89	412.80782
77	96	412.98788
68	100	413.00554
84	93	413.18962
98	87	413.22318
91	90	413.26865
66	101	413.33568
75	97	413.36429
82	94	413.60233
96	88	413.7104
89	91	413.71827
73	98	413.73002
80	95	414.00415
71	99	414.08512
101	86	414.09069
87	92	414.15675
94	89	414.18623
78	96	414.39514
69	100	414.42966
85	93	414.58419
99	87	414.59305
92	90	414.65076
67	101	414.76371
76	97	414.77538
83	94	415.00067
97	88	415.08393
90	91	415.10409
74	98	415.14495
81	95	415.40626
72	99	415.50391
88	92	415.54629
95	89	415.56344
79	96	415.80105
70	100	415.85233
100	87	415.96177
86	93	415.97747
93	90	416.03165
77	97	416.18511
68	101	416.19027
84	94	416.3977
98	88	416.45629
91	91	416.48867
75	98	416.5585
82	95	416.80705
73	99	416.9213
89	92	416.93458
96	89	416.93945
80	96	417.20562
71	100	417.27357
101	87	417.32933
87	93	417.36948
94	90	417.41133
78	97	417.59347
69	101	417.61538
85	94	417.79344
99	88	417.82749
92	91	417.87202
76	98	417.97066
83	95	418.20654
97	89	418.31428
90	92	418.32163
74	99	418.33729
81	96	418.60886
72	100	418.6934
88	93	418.76022
95	90	418.78981
79	97	419.00048
70	101	419.03906
86	94	419.18789
100	88	419.19752
93	91	419.25416
77	98	419.38146
84	95	419.60472
98	89	419.68794
91	92	419.70744
75	99	419.75189
82	96	420.01078
73	100	420.11181
89	93	420.14971
96	90	420.1671
80	97	420.40615
71	101	420.4613
101	88	420.56641
87	94	420.58108
94	91	420.63509
78	98	420.79091
85	95	421.00162
99	89	421.06043
92	92	421.09202
76	99	421.16511
83	96	421.4114
74	100	421.52883
90	93	421.53797
97	90	421.5432
81	97	421.81051
72	101	421.88214
88	94	421.97301
95	91	422.01483
79	98	422.19901
86	95	422.39724
100	89	422.43177
93	92	422.47539
77	99	422.57697
84	96	422.81072
98	90	422.91814
91	93	422.92499
75	100	422.94447
82	97	423.21354
73	101	423.30157
89	94	423.36369
96	91	423.39338
80	98	423.60577
87	95	423.79159
101	89	423.80197
94	92	423.85756
78	99	423.98748
85	96	424.20876
99	90	424.29192
92	93	424.31079
76	100	424.35874
83	97	424.61528
74	101	424.71961
90	94	424.75313
97	91	424.77075
81	98	425.01122
88	95	425.18469
95	92	425.23854
79	99	425.39666
86	96	425.60553
100	90	425.66455
93	93	425.69537
77	100	425.77165
84	97	426.01572
75	101	426.13627
91	94	426.14135
98	91	426.14695
82	98	426.41536
89	95	426.57654
96	92	426.61833
80	99	426.8045
87	96	427.00103
101	90	427.03603
94	93	427.07876
78	100	427.18322
85	97	427.41489
99	91	427.522
92	94	427.52835
76	101	427.55157
83	98	427.8182
90	95	427.96716
97	92	427.99694
81	99	428.21103
88	96	428.39528
95	93	428.46096
79	100	428.59345
86	97	428.81278
100	91	428.89589
93	94	428.91414
77	101	428.96552
84	98	429.21975
91	95	429.35655
98	92	429.37439
82	99	429.61625
89	96	429.78829
96	93	429.84198
80	100	430.00235
87	97	430.20942
101	91	430.26865
94	94	430.29873
78	101	430.37812
85	98	430.62003
92	95	430.74473
99	92	430.75069
83	99	431.02018
90	96	431.18006
97	93	431.22182
81	100	431.40995
88	97	431.60481
95	94	431.68213
79	101	431.7894
86	98	432.01904
100	92	432.12584
93	95	432.1317
84	99	432.42283
91	96	432.57062
98	93	432.6005
82	100	432.81624
89	97	432.99896
96	94	433.06436
80	101	433.19935
87	98	433.41679
101	92	433.49985
94	95	433.51748
85	99	433.8242
92	96	433.95997
99	93	433.97803
83	100	434.22125
90	97	434.39188
97	94	434.44542
81	101	434.608
88	98	434.81331
95	95	434.90208
86	99	435.22431
93	96	435.34811
100	93	435.35442
84	100	435.62497
91	97	435.78359
98	94	435.82531
82	101	436.01535
89	98	436.20858
96	95	436.2855
87	99	436.62317
101	93	436.72967
94	96	436.73506
85	100	437.02743
92	97	437.17408
99	94	437.20406
83	101	437.42142
90	98	437.60263
97	95	437.66775
88	99	438.02079
95	96	438.12083
86	100	438.42862
93	97	438.56338
100	94	438.58167
84	101	438.82621
91	98	438.99547
98	95	439.04885
89	99	439.41718
96	96	439.50543
87	100	439.82857
94	97	439.95149
101	94	439.95814
85	101	440.22973
92	98	440.3871
99	95	440.4288
90	99	440.81234
97	96	440.88887
88	100	441.22729
95	97	441.33842
86	101	441.632
93	98	441.77754
100	95	441.80761
91	99	442.2063
98	96	442.27115
89	100	442.62477
96	97	442.72418
87	101	443.03303
94	98	443.16679
101	95	443.1853
92	99	443.59905
99	96	443.65229
90	100	444.02104
97	97	444.10878
88	101	444.43282
95	98	444.55487
93	99	444.99062
100	96	445.03229
91	100	445.4161
98	97	445.49223
89	101	445.83139
96	98	445.94178
94	99	446.381
101	96	446.41116
92	100	446.80996
99	97	446.87454
90	101	447.22874
97	98	447.32753
95	99	447.7702
93	100	448.20263
100	97	448.25572
91	101	448.62489
98	98	448.71214
96	99	449.15825
94	100	449.59413
101	97	449.63577
92	101	450.01984
99	98	450.0956
97	99	450.54514
95	100	450.98445
93	101	451.41361
100	98	451.47794
98	99	451.93088
96	100	452.37361
94	101	452.80621
101	98	452.85915
99	99	453.31549
97	100	453.76162
95	101	454.19763
100	99	454.69897
98	100	455.14849
96	101	455.5879
101	99	456.08133
99	100	456.53423
97	101	456.97702
100	100	457.91884
98	101	458.365
101	100	459.30233
99	101	459.75185
100	101	461.13758
101	101	462.52219
